k, ca, no3, nh4
2.49, 1.712, 1.323, 2.089
2.284, 1.659, 1.58, 1.913
2.395, 1.69, 1.467, 2.017
2.49, 1.708, 1.34, 2.096
2.44, 1.703, 1.402, 2.039
2.424, 1.697, 1.4, 2.031
2.14, 1.625, 1.664, 1.752
2.515, 1.714, 1.317, 2.114
2.286, 1.659, 1.577, 1.913
2.285, 1.659, 1.579, 1.914
2.32, 1.671, 1.517, 1.931
2.15, 1.628, 1.676, 1.738
2.393, 1.69, 1.466, 2.011
2.392, 1.689, 1.463, 2.012
2.479, 1.709, 1.337, 2.079
2.45, 1.694, 1.395, 2.056
2.32, 1.67, 1.512, 1.937
2.26, 1.648, 1.564, 1.866
2.49, 1.709, 1.345, 2.08
2.4, 1.69, 1.417, 2.002
2.471, 1.716, 1.32, 2.066
2.445, 1.701, 1.376, 2.049
2.36, 1.665, 1.485, 1.982
2.515, 1.714, 1.318, 2.116
2.16, 1.621, 1.673, 1.767
2.401, 1.702, 1.398, 2.009
2.14, 1.626, 1.665, 1.752
2.424, 1.709, 1.374, 2.027
2.26, 1.656, 1.588, 1.869
2.25, 1.655, 1.6, 1.852
2.31, 1.673, 1.538, 1.92
2.26, 1.648, 1.563, 1.867
2.26, 1.648, 1.566, 1.868
2.443, 1.701, 1.376, 2.05
2.39, 1.692, 1.444, 2.006
2.403, 1.703, 1.401, 2.009
2.48, 1.708, 1.336, 2.078
2.515, 1.715, 1.32, 2.117
2.44, 1.693, 1.397, 2.056
2.359, 1.689, 1.473, 1.982
2.48, 1.704, 1.358, 2.085
2.392, 1.689, 1.466, 2.012
2.4, 1.678, 1.448, 2.012
2.4, 1.678, 1.449, 2.012
2.377, 1.697, 1.425, 1.986
2.469, 1.706, 1.373, 2.081
2.46, 1.705, 1.374, 2.066
2.32, 1.671, 1.518, 1.934
2.4, 1.674, 1.448, 2.012
2.394, 1.69, 1.469, 2.017
2.48, 1.709, 1.337, 2.077
2.25, 1.653, 1.603, 1.843
2.443, 1.703, 1.376, 2.05
2.36, 1.683, 1.477, 1.973
2.36, 1.682, 1.453, 1.972
2.39, 1.69, 1.444, 2.007
2.514, 1.712, 1.318, 2.114
2.42, 1.686, 1.419, 2.037
2.323, 1.672, 1.512, 1.937
2.13, 1.619, 1.7, 1.706
2.46, 1.697, 1.347, 2.055
2.266, 1.649, 1.573, 1.875
2.348, 1.675, 1.517, 1.971
2.13, 1.625, 1.687, 1.763
2.403, 1.703, 1.398, 2.007
2.44, 1.694, 1.396, 2.055
2.46, 1.706, 1.373, 2.065
2.264, 1.65, 1.573, 1.874
2.458, 1.714, 1.335, 2.055
2.458, 1.714, 1.337, 2.056
2.49, 1.708, 1.352, 2.096
2.39, 1.691, 1.443, 2.006
2.49, 1.709, 1.344, 2.079
2.44, 1.689, 1.394, 2.055
2.48, 1.703, 1.356, 2.085
2.505, 1.713, 1.331, 2.108
2.378, 1.695, 1.427, 1.986
2.161, 1.623, 1.677, 1.766
2.309, 1.674, 1.524, 1.937
2.45, 1.7, 1.4, 2.061
2.513, 1.712, 1.317, 2.116
2.44, 1.694, 1.395, 2.056
2.32, 1.67, 1.516, 1.934
2.49, 1.709, 1.347, 2.079
2.346, 1.688, 1.462, 1.958
2.178, 1.642, 1.683, 1.802
2.378, 1.697, 1.428, 1.985
2.46, 1.708, 1.372, 2.065
2.48, 1.709, 1.353, 2.079
2.187, 1.645, 1.695, 1.799
2.46, 1.706, 1.372, 2.066
2.44, 1.703, 1.391, 2.047
2.445, 1.703, 1.376, 2.05
2.402, 1.703, 1.397, 2.008
2.265, 1.65, 1.57, 1.875
2.49, 1.713, 1.341, 2.091
2.491, 1.712, 1.324, 2.086
2.26, 1.648, 1.563, 1.868
2.423, 1.703, 1.409, 2.035
2.446, 1.709, 1.385, 2.055
2.514, 1.712, 1.32, 2.115
2.37, 1.664, 1.489, 1.983
2.442, 1.71, 1.353, 2.042
2.423, 1.704, 1.411, 2.037
2.48, 1.704, 1.356, 2.086
2.49, 1.708, 1.348, 2.08
2.162, 1.62, 1.68, 1.766
2.402, 1.692, 1.428, 2.011
2.44, 1.694, 1.396, 2.055
2.14, 1.615, 1.705, 1.75
2.378, 1.698, 1.426, 1.987
2.321, 1.672, 1.513, 1.935
2.46, 1.699, 1.348, 2.056
2.504, 1.713, 1.333, 2.107
2.4, 1.676, 1.449, 2.013
2.12, 1.636, 1.674, 1.724
2.31, 1.669, 1.537, 1.92
2.26, 1.655, 1.581, 1.874
2.46, 1.704, 1.372, 2.065
2.402, 1.689, 1.425, 2.011
2.403, 1.703, 1.4, 2.009
2.493, 1.711, 1.323, 2.089
2.31, 1.672, 1.536, 1.918
2.393, 1.689, 1.466, 2.011
2.42, 1.686, 1.42, 2.038
2.46, 1.698, 1.347, 2.055
2.489, 1.711, 1.323, 2.087
2.184, 1.643, 1.689, 1.801
2.49, 1.714, 1.34, 2.09
2.354, 1.689, 1.475, 1.981
2.236, 1.665, 1.573, 1.847
2.49, 1.708, 1.343, 2.096
2.515, 1.716, 1.319, 2.118
2.158, 1.62, 1.671, 1.766
2.25, 1.655, 1.605, 1.847
2.44, 1.702, 1.4, 2.039
2.32, 1.672, 1.538, 1.918
2.133, 1.626, 1.689, 1.755
2.42, 1.7, 1.415, 2.028
2.514, 1.713, 1.318, 2.115
2.447, 1.709, 1.387, 2.056
2.377, 1.698, 1.427, 1.987
2.253, 1.656, 1.576, 1.879
2.422, 1.697, 1.425, 2.041
2.14, 1.626, 1.664, 1.751
2.48, 1.703, 1.356, 2.087
2.46, 1.706, 1.375, 2.065
2.37, 1.664, 1.488, 1.983
2.4, 1.693, 1.427, 2.011
2.46, 1.707, 1.372, 2.065
2.44, 1.702, 1.367, 2.043
2.4, 1.676, 1.449, 2.012
2.47, 1.706, 1.361, 2.067
2.36, 1.683, 1.488, 1.962
2.392, 1.69, 1.467, 2.011
2.469, 1.706, 1.372, 2.081
2.236, 1.662, 1.573, 1.848
2.42, 1.694, 1.425, 2.019
2.46, 1.703, 1.381, 2.055
2.36, 1.683, 1.487, 1.963
2.4, 1.677, 1.449, 2.012
2.26, 1.651, 1.562, 1.867
2.26, 1.65, 1.561, 1.867
2.461, 1.712, 1.366, 2.071
2.403, 1.693, 1.426, 2.011
2.37, 1.684, 1.453, 1.97
2.444, 1.701, 1.375, 2.049
2.121, 1.636, 1.677, 1.728
2.42, 1.696, 1.425, 2.019
2.133, 1.625, 1.689, 1.753
2.443, 1.703, 1.373, 2.048
2.399, 1.691, 1.428, 2.01
2.161, 1.621, 1.674, 1.768
2.163, 1.62, 1.68, 1.764
2.14, 1.61, 1.711, 1.742
2.423, 1.698, 1.4, 2.032
2.45, 1.693, 1.395, 2.056
2.15, 1.625, 1.668, 1.747
2.32, 1.673, 1.521, 1.924
2.42, 1.687, 1.419, 2.036
2.44, 1.703, 1.391, 2.047
2.46, 1.705, 1.375, 2.066
2.403, 1.703, 1.4, 2.009
2.49, 1.714, 1.338, 2.091
2.48, 1.703, 1.358, 2.085
2.39, 1.691, 1.446, 2.006
2.491, 1.712, 1.322, 2.088
2.122, 1.637, 1.668, 1.723
2.47, 1.699, 1.375, 2.072
2.133, 1.626, 1.688, 1.757
2.48, 1.703, 1.359, 2.086
2.403, 1.689, 1.425, 2.011
2.159, 1.621, 1.673, 1.766
2.47, 1.699, 1.373, 2.072
2.25, 1.654, 1.6, 1.855
2.348, 1.675, 1.516, 1.97
2.443, 1.711, 1.353, 2.04
2.366, 1.679, 1.47, 1.976
2.44, 1.703, 1.392, 2.05
2.491, 1.714, 1.321, 2.088
2.44, 1.704, 1.394, 2.049
2.162, 1.623, 1.678, 1.766
2.26, 1.655, 1.582, 1.874
2.441, 1.711, 1.352, 2.041
2.178, 1.639, 1.682, 1.802
2.25, 1.654, 1.581, 1.875
2.42, 1.696, 1.424, 2.019
2.471, 1.716, 1.318, 2.064
2.16, 1.624, 1.675, 1.766
2.161, 1.625, 1.674, 1.767
2.491, 1.717, 1.332, 2.094
2.321, 1.672, 1.513, 1.936
2.49, 1.712, 1.339, 2.091
2.25, 1.657, 1.606, 1.837
2.425, 1.703, 1.409, 2.036
2.471, 1.716, 1.318, 2.066
2.163, 1.621, 1.681, 1.767
2.47, 1.716, 1.319, 2.065
2.402, 1.69, 1.426, 2.009
2.392, 1.689, 1.466, 2.012
2.25, 1.654, 1.6, 1.846
2.161, 1.623, 1.675, 1.767
2.286, 1.659, 1.577, 1.913
2.423, 1.703, 1.409, 2.037
2.4, 1.678, 1.449, 2.014
2.133, 1.625, 1.688, 1.754
2.358, 1.688, 1.474, 1.981
2.4, 1.692, 1.417, 2.001
2.49, 1.698, 1.333, 2.075
2.48, 1.703, 1.357, 2.086
2.4, 1.675, 1.449, 2.013
2.47, 1.7, 1.376, 2.071
2.46, 1.707, 1.374, 2.066
2.424, 1.706, 1.374, 2.026
2.46, 1.706, 1.372, 2.065
2.37, 1.682, 1.453, 1.971
2.515, 1.716, 1.319, 2.118
2.32, 1.672, 1.536, 1.921
2.163, 1.623, 1.679, 1.766
2.32, 1.672, 1.526, 1.932
2.47, 1.695, 1.346, 2.064
2.391, 1.687, 1.465, 2.012
2.423, 1.703, 1.41, 2.036
2.133, 1.626, 1.693, 1.753
2.4, 1.675, 1.449, 2.014
2.26, 1.655, 1.58, 1.873
2.4, 1.676, 1.449, 2.013
2.14, 1.625, 1.67, 1.747
2.347, 1.676, 1.514, 1.97
2.425, 1.703, 1.409, 2.036
2.44, 1.703, 1.392, 2.05
2.4, 1.689, 1.42, 2.001
2.463, 1.706, 1.356, 2.065
2.442, 1.711, 1.352, 2.041
2.16, 1.623, 1.674, 1.766
2.44, 1.704, 1.404, 2.039
2.479, 1.709, 1.337, 2.079
2.446, 1.709, 1.386, 2.056
2.42, 1.686, 1.42, 2.036
2.15, 1.626, 1.667, 1.751
2.5, 1.709, 1.343, 2.1
2.49, 1.716, 1.332, 2.094
2.134, 1.626, 1.69, 1.753
2.491, 1.711, 1.323, 2.089
2.4, 1.676, 1.449, 2.012
2.32, 1.67, 1.518, 1.932
2.45, 1.694, 1.397, 2.055
2.515, 1.714, 1.319, 2.117
2.513, 1.712, 1.318, 2.116
2.492, 1.711, 1.325, 2.088
2.26, 1.648, 1.561, 1.866
2.461, 1.711, 1.367, 2.071
2.14, 1.611, 1.712, 1.746
2.443, 1.711, 1.352, 2.041
2.49, 1.712, 1.324, 2.086
2.48, 1.703, 1.356, 2.085
2.26, 1.647, 1.562, 1.868
2.377, 1.698, 1.427, 1.985
2.32, 1.673, 1.519, 1.932
2.348, 1.675, 1.516, 1.968
2.424, 1.699, 1.401, 2.032
2.25, 1.655, 1.602, 1.855
2.447, 1.708, 1.385, 2.055
2.446, 1.707, 1.384, 2.055
2.402, 1.702, 1.399, 2.009
2.46, 1.706, 1.374, 2.066
2.251, 1.659, 1.581, 1.88
2.25, 1.652, 1.582, 1.874
2.424, 1.703, 1.41, 2.036
2.48, 1.71, 1.356, 2.078
2.394, 1.688, 1.467, 2.011
2.49, 1.709, 1.342, 2.097
2.377, 1.698, 1.425, 1.986
2.134, 1.626, 1.689, 1.756
2.42, 1.695, 1.425, 2.019
2.42, 1.699, 1.414, 2.03
2.424, 1.707, 1.373, 2.027
2.31, 1.671, 1.536, 1.918
2.36, 1.684, 1.49, 1.964
2.46, 1.698, 1.346, 2.054
2.47, 1.705, 1.372, 2.08
2.32, 1.673, 1.524, 1.932
2.462, 1.705, 1.353, 2.064
2.348, 1.676, 1.513, 1.97
2.422, 1.697, 1.4, 2.03
2.12, 1.637, 1.674, 1.724
2.42, 1.686, 1.419, 2.035
2.26, 1.655, 1.587, 1.87
2.14, 1.627, 1.671, 1.742
2.32, 1.67, 1.497, 1.93
2.37, 1.664, 1.486, 1.98
2.515, 1.711, 1.317, 2.116
2.25, 1.658, 1.595, 1.869
2.504, 1.713, 1.332, 2.11
2.13, 1.617, 1.697, 1.753
2.311, 1.676, 1.519, 1.939
2.514, 1.714, 1.318, 2.116
2.403, 1.689, 1.425, 2.009
2.164, 1.62, 1.681, 1.764
2.37, 1.683, 1.452, 1.971
2.32, 1.672, 1.522, 1.932
2.447, 1.701, 1.376, 2.05
2.26, 1.656, 1.591, 1.871
2.48, 1.703, 1.328, 2.066
2.32, 1.672, 1.527, 1.933
2.44, 1.692, 1.394, 2.055
2.514, 1.716, 1.321, 2.118
2.261, 1.649, 1.571, 1.875
2.46, 1.699, 1.346, 2.054
2.515, 1.714, 1.317, 2.116
2.424, 1.698, 1.401, 2.031
2.42, 1.697, 1.414, 2.031
2.26, 1.646, 1.565, 1.868
2.4, 1.676, 1.447, 2.013
2.504, 1.712, 1.331, 2.108
2.4, 1.678, 1.449, 2.012
2.396, 1.693, 1.431, 2.011
2.514, 1.712, 1.318, 2.116
2.468, 1.704, 1.373, 2.081
2.47, 1.699, 1.373, 2.072
2.403, 1.704, 1.4, 2.009
2.32, 1.67, 1.497, 1.93
2.16, 1.626, 1.675, 1.767
2.49, 1.711, 1.351, 2.097
2.36, 1.685, 1.492, 1.964
2.39, 1.692, 1.451, 1.995
2.14, 1.626, 1.688, 1.763
2.44, 1.693, 1.393, 2.056
2.422, 1.698, 1.401, 2.032
2.393, 1.69, 1.469, 2.012
2.423, 1.704, 1.413, 2.035
2.402, 1.691, 1.426, 2.01
2.181, 1.642, 1.684, 1.8
2.163, 1.62, 1.68, 1.766
2.36, 1.683, 1.491, 1.964
2.268, 1.65, 1.576, 1.876
2.26, 1.654, 1.573, 1.878
2.49, 1.711, 1.323, 2.088
2.392, 1.69, 1.465, 2.011
2.44, 1.692, 1.395, 2.056
2.44, 1.703, 1.392, 2.048
2.364, 1.683, 1.466, 1.976
2.25, 1.656, 1.605, 1.846
2.424, 1.707, 1.375, 2.026
2.158, 1.622, 1.67, 1.767
2.458, 1.714, 1.337, 2.055
2.479, 1.713, 1.348, 2.085
2.393, 1.689, 1.467, 2.011
2.44, 1.692, 1.395, 2.055
2.39, 1.691, 1.453, 1.997
2.423, 1.703, 1.411, 2.036
2.354, 1.69, 1.48, 1.981
2.491, 1.713, 1.321, 2.087
2.423, 1.699, 1.402, 2.032
2.32, 1.673, 1.518, 1.926
2.36, 1.683, 1.477, 1.974
2.36, 1.664, 1.487, 1.983
2.458, 1.714, 1.337, 2.055
2.32, 1.671, 1.519, 1.932
2.44, 1.694, 1.397, 2.056
2.423, 1.7, 1.4, 2.031
2.36, 1.684, 1.49, 1.963
2.256, 1.656, 1.574, 1.878
2.47, 1.716, 1.321, 2.066
2.4, 1.69, 1.416, 2.001
2.472, 1.716, 1.321, 2.065
2.44, 1.694, 1.396, 2.055
2.44, 1.703, 1.393, 2.05
2.362, 1.686, 1.472, 1.983
2.515, 1.714, 1.32, 2.116
2.44, 1.703, 1.391, 2.048
2.47, 1.698, 1.373, 2.075
2.491, 1.709, 1.322, 2.086
2.36, 1.664, 1.488, 1.983
2.14, 1.627, 1.672, 1.742
2.402, 1.689, 1.426, 2.009
2.46, 1.7, 1.347, 2.055
2.4, 1.692, 1.42, 2.001
2.48, 1.709, 1.354, 2.081
2.402, 1.704, 1.4, 2.01
2.424, 1.701, 1.411, 2.037
2.513, 1.715, 1.321, 2.118
2.26, 1.651, 1.561, 1.868
2.365, 1.682, 1.466, 1.977
2.4, 1.678, 1.449, 2.015
2.237, 1.663, 1.574, 1.848
2.32, 1.675, 1.522, 1.934
2.39, 1.689, 1.453, 1.996
2.133, 1.625, 1.692, 1.753
2.396, 1.694, 1.433, 2.008
2.43, 1.697, 1.391, 2.025
2.353, 1.689, 1.477, 1.979
2.403, 1.692, 1.425, 2.009
2.47, 1.698, 1.373, 2.073
2.392, 1.687, 1.466, 2.011
2.4, 1.676, 1.45, 2.014
2.422, 1.699, 1.406, 2.03
2.394, 1.696, 1.441, 2.011
2.26, 1.655, 1.581, 1.875
2.442, 1.711, 1.351, 2.042
2.44, 1.694, 1.396, 2.056
2.504, 1.714, 1.334, 2.108
2.403, 1.689, 1.426, 2.01
2.36, 1.683, 1.491, 1.964
2.25, 1.653, 1.581, 1.872
2.421, 1.698, 1.43, 2.04
2.493, 1.717, 1.331, 2.094
2.49, 1.709, 1.353, 2.096
2.25, 1.654, 1.601, 1.853
2.423, 1.702, 1.41, 2.036
2.44, 1.694, 1.394, 2.056
2.46, 1.699, 1.347, 2.055
2.36, 1.683, 1.488, 1.964
2.491, 1.711, 1.322, 2.088
2.25, 1.655, 1.601, 1.85
2.44, 1.69, 1.395, 2.055
2.491, 1.712, 1.323, 2.09
2.396, 1.694, 1.439, 2.011
2.14, 1.626, 1.668, 1.747
2.47, 1.694, 1.344, 2.063
2.461, 1.712, 1.367, 2.07
2.13, 1.621, 1.703, 1.716
2.48, 1.713, 1.35, 2.086
2.505, 1.713, 1.332, 2.109
2.14, 1.625, 1.664, 1.752
2.25, 1.653, 1.599, 1.852
2.446, 1.708, 1.386, 2.055
2.402, 1.691, 1.429, 2.011
2.392, 1.69, 1.466, 2.011
2.49, 1.712, 1.34, 2.089
2.27, 1.649, 1.577, 1.875
2.14, 1.624, 1.664, 1.753
2.424, 1.697, 1.4, 2.031
2.163, 1.62, 1.681, 1.766
2.492, 1.716, 1.332, 2.095
2.394, 1.689, 1.464, 2.011
2.42, 1.687, 1.419, 2.036
2.404, 1.704, 1.4, 2.01
2.264, 1.651, 1.572, 1.874
2.459, 1.714, 1.335, 2.053
2.359, 1.689, 1.474, 1.981
2.36, 1.664, 1.488, 1.978
2.441, 1.702, 1.375, 2.05
2.397, 1.696, 1.439, 2.011
2.44, 1.694, 1.396, 2.055
2.424, 1.708, 1.374, 2.027
2.49, 1.708, 1.343, 2.099
2.49, 1.709, 1.347, 2.08
2.441, 1.703, 1.375, 2.05
2.48, 1.708, 1.36, 2.064
2.403, 1.704, 1.4, 2.011
2.366, 1.684, 1.468, 1.978
2.42, 1.686, 1.42, 2.037
2.423, 1.698, 1.4, 2.031
2.48, 1.708, 1.351, 2.078
2.44, 1.701, 1.394, 2.05
2.47, 1.707, 1.362, 2.065
2.423, 1.698, 1.402, 2.032
2.312, 1.675, 1.518, 1.937
2.47, 1.708, 1.362, 2.067
2.424, 1.706, 1.375, 2.025
2.158, 1.615, 1.689, 1.764
2.133, 1.625, 1.688, 1.758
2.463, 1.71, 1.365, 2.071
2.4, 1.676, 1.449, 2.014
2.46, 1.705, 1.372, 2.063
2.446, 1.707, 1.386, 2.056
2.49, 1.708, 1.341, 2.096
2.45, 1.691, 1.396, 2.055
2.44, 1.703, 1.394, 2.051
2.251, 1.656, 1.58, 1.881
2.377, 1.696, 1.425, 1.986
2.513, 1.712, 1.318, 2.116
2.392, 1.69, 1.465, 2.011
2.121, 1.634, 1.679, 1.732
2.403, 1.69, 1.426, 2.009
2.358, 1.69, 1.474, 1.982
2.39, 1.69, 1.444, 2.005
2.367, 1.68, 1.469, 1.978
2.389, 1.687, 1.463, 2.011
2.446, 1.709, 1.386, 2.056
2.449, 1.7, 1.399, 2.062
2.48, 1.703, 1.357, 2.087
2.4, 1.692, 1.42, 2.001
2.44, 1.703, 1.365, 2.045
2.397, 1.693, 1.43, 2.01
2.49, 1.698, 1.331, 2.075
2.16, 1.621, 1.673, 1.767
2.515, 1.712, 1.32, 2.116
2.47, 1.698, 1.373, 2.071
2.14, 1.625, 1.668, 1.745
2.48, 1.709, 1.354, 2.078
2.514, 1.712, 1.318, 2.115
2.49, 1.713, 1.323, 2.088
2.178, 1.639, 1.684, 1.802
2.48, 1.703, 1.356, 2.085
2.37, 1.664, 1.489, 1.983
2.425, 1.707, 1.376, 2.027
2.42, 1.688, 1.42, 2.036
2.42, 1.7, 1.416, 2.031
2.49, 1.708, 1.342, 2.096
2.49, 1.709, 1.345, 2.08
2.37, 1.683, 1.454, 1.97
2.469, 1.716, 1.318, 2.065
2.44, 1.703, 1.391, 2.047
2.4, 1.678, 1.45, 2.012
2.37, 1.664, 1.487, 1.982
2.31, 1.671, 1.536, 1.92
2.132, 1.625, 1.689, 1.754
2.322, 1.672, 1.513, 1.935
2.44, 1.695, 1.395, 2.055
2.32, 1.67, 1.496, 1.929
2.119, 1.633, 1.678, 1.733
2.49, 1.709, 1.345, 2.079
2.363, 1.689, 1.473, 1.981
2.398, 1.694, 1.438, 2.012
2.47, 1.699, 1.375, 2.071
2.4, 1.677, 1.45, 2.014
2.504, 1.713, 1.332, 2.11
2.44, 1.691, 1.394, 2.055
2.504, 1.711, 1.334, 2.108
2.159, 1.621, 1.674, 1.767
2.238, 1.665, 1.577, 1.851
2.504, 1.714, 1.332, 2.108
2.286, 1.659, 1.577, 1.913
2.4, 1.692, 1.417, 2.001
2.39, 1.689, 1.453, 1.994
2.32, 1.671, 1.522, 1.931
2.4, 1.676, 1.449, 2.011
2.423, 1.697, 1.405, 2.031
2.443, 1.702, 1.376, 2.049
2.491, 1.719, 1.331, 2.093
2.462, 1.706, 1.354, 2.066
2.515, 1.712, 1.32, 2.116
2.4, 1.69, 1.42, 2
2.47, 1.695, 1.345, 2.064
2.397, 1.693, 1.429, 2.012
2.26, 1.646, 1.565, 1.867
2.42, 1.687, 1.42, 2.035
2.133, 1.628, 1.689, 1.756
2.44, 1.7, 1.391, 2.049
2.44, 1.703, 1.389, 2.049
2.134, 1.626, 1.687, 1.757
2.408, 1.708, 1.397, 2.006
2.48, 1.709, 1.356, 2.08
2.44, 1.693, 1.395, 2.055
2.14, 1.626, 1.687, 1.762
2.491, 1.712, 1.323, 2.088
2.32, 1.673, 1.519, 1.933
2.32, 1.672, 1.519, 1.932
2.25, 1.654, 1.601, 1.849
2.44, 1.692, 1.391, 2.056
2.49, 1.715, 1.342, 2.091
2.16, 1.621, 1.673, 1.767
2.49, 1.713, 1.342, 2.089
2.423, 1.697, 1.4, 2.031
2.443, 1.711, 1.352, 2.041
2.49, 1.717, 1.332, 2.094
2.42, 1.698, 1.415, 2.03
2.48, 1.702, 1.329, 2.067
2.515, 1.712, 1.321, 2.116
2.47, 1.695, 1.346, 2.063
2.49, 1.697, 1.331, 2.075
2.42, 1.698, 1.414, 2.031
2.42, 1.686, 1.419, 2.036
2.14, 1.626, 1.665, 1.748
2.403, 1.689, 1.425, 2.009
2.444, 1.701, 1.375, 2.049
2.422, 1.697, 1.428, 2.042
2.424, 1.703, 1.41, 2.036
2.48, 1.701, 1.328, 2.067
2.163, 1.62, 1.684, 1.767
2.46, 1.699, 1.348, 2.056
2.48, 1.701, 1.328, 2.067
2.44, 1.701, 1.4, 2.039
2.4, 1.689, 1.417, 2.001
2.256, 1.654, 1.576, 1.879
2.182, 1.645, 1.689, 1.8
2.132, 1.645, 1.658, 1.709
2.49, 1.708, 1.35, 2.096
2.238, 1.661, 1.573, 1.847
2.397, 1.694, 1.441, 2.011
2.27, 1.645, 1.575, 1.876
2.44, 1.703, 1.394, 2.05
2.4, 1.691, 1.417, 2.001
2.44, 1.692, 1.395, 2.057
2.301, 1.679, 1.513, 1.914
2.32, 1.67, 1.525, 1.933
2.348, 1.677, 1.516, 1.97
2.46, 1.705, 1.378, 2.052
2.393, 1.689, 1.466, 2.011
2.446, 1.707, 1.386, 2.056
2.377, 1.697, 1.427, 1.986
2.447, 1.709, 1.386, 2.056
2.39, 1.69, 1.454, 1.995
2.49, 1.711, 1.325, 2.087
2.425, 1.698, 1.401, 2.031
2.491, 1.712, 1.324, 2.088
2.36, 1.665, 1.487, 1.983
2.358, 1.69, 1.474, 1.982
2.491, 1.711, 1.323, 2.089
2.402, 1.688, 1.424, 2.009
2.31, 1.672, 1.537, 1.92
2.423, 1.703, 1.41, 2.036
2.46, 1.7, 1.347, 2.054
2.15, 1.63, 1.675, 1.741
2.46, 1.704, 1.372, 2.064
2.491, 1.71, 1.325, 2.088
2.14, 1.626, 1.669, 1.742
2.446, 1.703, 1.376, 2.05
2.393, 1.69, 1.465, 2.012
2.347, 1.69, 1.463, 1.957
2.49, 1.709, 1.345, 2.079
2.491, 1.71, 1.321, 2.088
2.44, 1.703, 1.39, 2.047
2.46, 1.709, 1.372, 2.065
2.37, 1.683, 1.453, 1.97
2.13, 1.615, 1.698, 1.754
2.4, 1.678, 1.45, 2.013
2.49, 1.712, 1.326, 2.088
2.469, 1.706, 1.372, 2.082
2.491, 1.716, 1.331, 2.094
2.4, 1.69, 1.416, 2.002
2.516, 1.716, 1.32, 2.118
2.45, 1.693, 1.395, 2.056
2.179, 1.64, 1.684, 1.8
2.46, 1.705, 1.38, 2.054
2.462, 1.711, 1.367, 2.07
2.299, 1.678, 1.513, 1.913
2.42, 1.695, 1.425, 2.016
2.392, 1.69, 1.466, 2.013
2.348, 1.674, 1.516, 1.97
2.4, 1.676, 1.45, 2.015
2.441, 1.71, 1.353, 2.04
2.47, 1.698, 1.373, 2.073
2.49, 1.714, 1.341, 2.092
2.49, 1.708, 1.342, 2.097
2.133, 1.626, 1.689, 1.756
2.377, 1.698, 1.426, 1.987
2.47, 1.699, 1.374, 2.075
2.26, 1.654, 1.582, 1.871
2.4, 1.69, 1.416, 2.001
2.403, 1.69, 1.429, 2.012
2.48, 1.709, 1.337, 2.078
2.44, 1.703, 1.403, 2.038
2.14, 1.626, 1.687, 1.761
2.49, 1.717, 1.331, 2.096
2.134, 1.626, 1.688, 1.756
2.42, 1.698, 1.414, 2.03
2.14, 1.628, 1.666, 1.751
2.469, 1.705, 1.375, 2.08
2.422, 1.704, 1.411, 2.036
2.32, 1.67, 1.497, 1.93
2.394, 1.69, 1.466, 2.011
2.48, 1.703, 1.356, 2.085
2.26, 1.649, 1.562, 1.867
2.43, 1.697, 1.39, 2.027
2.515, 1.714, 1.318, 2.117
2.44, 1.703, 1.391, 2.049
2.514, 1.714, 1.32, 2.117
2.309, 1.675, 1.526, 1.937
2.48, 1.704, 1.356, 2.086
2.513, 1.714, 1.317, 2.113
2.446, 1.701, 1.376, 2.05
2.39, 1.692, 1.444, 2.006
2.48, 1.704, 1.357, 2.086
2.4, 1.677, 1.449, 2.012
2.25, 1.654, 1.603, 1.851
2.49, 1.713, 1.342, 2.09
2.47, 1.7, 1.375, 2.073
2.48, 1.702, 1.327, 2.067
2.48, 1.708, 1.361, 2.064
2.37, 1.665, 1.488, 1.981
2.16, 1.62, 1.673, 1.767
2.44, 1.694, 1.397, 2.057
2.367, 1.681, 1.468, 1.977
2.49, 1.698, 1.332, 2.076
2.25, 1.656, 1.595, 1.868
2.133, 1.626, 1.69, 1.754
2.43, 1.689, 1.42, 2.039
2.48, 1.705, 1.357, 2.085
2.36, 1.665, 1.488, 1.982
2.158, 1.624, 1.675, 1.768
2.346, 1.688, 1.464, 1.957
2.4, 1.677, 1.449, 2.015
2.422, 1.701, 1.409, 2.037
2.388, 1.689, 1.465, 2.01
2.46, 1.706, 1.373, 2.066
2.31, 1.672, 1.533, 1.922
2.47, 1.708, 1.362, 2.066
2.284, 1.659, 1.581, 1.914
2.46, 1.706, 1.371, 2.066
2.515, 1.713, 1.319, 2.116
2.423, 1.703, 1.411, 2.036
2.14, 1.626, 1.664, 1.751
2.4, 1.675, 1.449, 2.011
2.48, 1.709, 1.357, 2.081
2.378, 1.698, 1.428, 1.987
2.47, 1.705, 1.373, 2.081
2.283, 1.659, 1.582, 1.913
2.48, 1.708, 1.336, 2.077
2.49, 1.714, 1.34, 2.088
2.36, 1.684, 1.453, 1.973
2.49, 1.697, 1.331, 2.074
2.442, 1.711, 1.352, 2.041
2.472, 1.715, 1.322, 2.065
2.47, 1.699, 1.373, 2.072
2.32, 1.673, 1.525, 1.934
2.401, 1.689, 1.425, 2.011
2.513, 1.713, 1.318, 2.115
2.133, 1.626, 1.689, 1.755
2.401, 1.703, 1.4, 2.009
2.25, 1.654, 1.606, 1.84
2.308, 1.676, 1.521, 1.938
2.42, 1.687, 1.419, 2.036
2.14, 1.61, 1.716, 1.742
