k, ca, no3, nh4
2.48, 1.703, 1.356, 2.086
2.491, 1.713, 1.323, 2.089
2.402, 1.689, 1.427, 2.009
2.25, 1.654, 1.604, 1.843
2.472, 1.717, 1.322, 2.066
2.49, 1.708, 1.346, 2.08
2.359, 1.689, 1.474, 1.983
2.309, 1.675, 1.519, 1.937
2.31, 1.672, 1.537, 1.919
2.37, 1.684, 1.453, 1.971
2.31, 1.67, 1.532, 1.921
2.25, 1.653, 1.6, 1.855
2.133, 1.626, 1.69, 1.755
2.26, 1.657, 1.592, 1.869
2.48, 1.703, 1.355, 2.086
2.491, 1.712, 1.323, 2.09
2.285, 1.659, 1.579, 1.913
2.235, 1.662, 1.577, 1.848
2.322, 1.67, 1.51, 1.937
2.446, 1.709, 1.386, 2.055
2.26, 1.656, 1.581, 1.874
2.423, 1.698, 1.402, 2.031
2.14, 1.626, 1.689, 1.76
2.235, 1.662, 1.574, 1.849
2.446, 1.702, 1.376, 2.049
2.42, 1.685, 1.419, 2.036
2.42, 1.688, 1.42, 2.037
2.26, 1.65, 1.562, 1.868
2.32, 1.67, 1.497, 1.931
2.379, 1.698, 1.429, 1.986
2.32, 1.67, 1.517, 1.934
2.513, 1.713, 1.317, 2.116
2.451, 1.701, 1.402, 2.064
2.16, 1.621, 1.673, 1.767
2.515, 1.712, 1.317, 2.116
2.355, 1.69, 1.476, 1.983
2.366, 1.681, 1.469, 1.978
2.4, 1.675, 1.449, 2.011
2.346, 1.689, 1.461, 1.959
2.269, 1.648, 1.577, 1.875
2.265, 1.654, 1.574, 1.875
2.348, 1.677, 1.516, 1.972
2.47, 1.708, 1.362, 2.066
2.493, 1.71, 1.322, 2.089
2.378, 1.697, 1.425, 1.985
2.44, 1.694, 1.395, 2.056
2.32, 1.672, 1.52, 1.932
2.46, 1.708, 1.374, 2.064
2.13, 1.625, 1.687, 1.761
2.286, 1.66, 1.574, 1.913
2.121, 1.634, 1.676, 1.728
2.422, 1.697, 1.43, 2.04
2.42, 1.687, 1.42, 2.035
2.47, 1.706, 1.362, 2.067
2.158, 1.62, 1.671, 1.767
2.14, 1.628, 1.67, 1.744
2.424, 1.709, 1.372, 2.026
2.451, 1.699, 1.398, 2.064
2.42, 1.698, 1.415, 2.03
2.48, 1.708, 1.362, 2.064
2.253, 1.656, 1.577, 1.878
2.3, 1.679, 1.512, 1.914
2.46, 1.714, 1.334, 2.053
2.36, 1.665, 1.487, 1.981
2.368, 1.681, 1.468, 1.978
2.46, 1.705, 1.371, 2.065
2.368, 1.679, 1.468, 1.978
2.4, 1.676, 1.446, 2.012
2.39, 1.692, 1.453, 1.996
2.31, 1.674, 1.518, 1.937
2.42, 1.687, 1.42, 2.035
2.16, 1.621, 1.673, 1.768
2.44, 1.703, 1.37, 2.046
2.315, 1.671, 1.515, 1.937
2.424, 1.698, 1.4, 2.031
2.46, 1.706, 1.371, 2.066
2.37, 1.683, 1.453, 1.971
2.4, 1.678, 1.448, 2.016
2.49, 1.708, 1.342, 2.099
2.403, 1.703, 1.4, 2.008
2.515, 1.714, 1.318, 2.116
2.46, 1.704, 1.378, 2.052
2.46, 1.698, 1.348, 2.056
2.48, 1.715, 1.351, 2.084
2.323, 1.67, 1.508, 1.936
2.505, 1.714, 1.332, 2.108
2.377, 1.697, 1.426, 1.986
2.44, 1.702, 1.394, 2.05
2.421, 1.696, 1.404, 2.031
2.183, 1.644, 1.699, 1.81
2.402, 1.69, 1.427, 2.011
2.14, 1.614, 1.708, 1.747
2.515, 1.714, 1.317, 2.116
2.4, 1.677, 1.45, 2.011
2.37, 1.681, 1.451, 1.97
2.46, 1.703, 1.37, 2.066
2.479, 1.709, 1.337, 2.079
2.42, 1.687, 1.42, 2.037
2.5, 1.708, 1.342, 2.099
2.393, 1.688, 1.464, 2.012
2.514, 1.714, 1.32, 2.116
2.48, 1.708, 1.336, 2.077
2.424, 1.702, 1.41, 2.036
2.47, 1.695, 1.344, 2.063
2.515, 1.714, 1.32, 2.118
2.44, 1.692, 1.395, 2.055
2.235, 1.662, 1.573, 1.849
2.49, 1.708, 1.35, 2.095
2.423, 1.698, 1.401, 2.03
2.44, 1.704, 1.405, 2.039
2.15, 1.628, 1.677, 1.74
2.348, 1.675, 1.516, 1.97
2.491, 1.712, 1.322, 2.088
2.36, 1.688, 1.471, 1.982
2.392, 1.689, 1.468, 2.013
2.44, 1.694, 1.397, 2.056
2.42, 1.689, 1.42, 2.036
2.134, 1.626, 1.69, 1.752
2.443, 1.703, 1.375, 2.05
2.42, 1.686, 1.418, 2.035
2.48, 1.709, 1.336, 2.079
2.25, 1.656, 1.612, 1.83
2.314, 1.674, 1.518, 1.937
2.347, 1.674, 1.516, 1.97
2.424, 1.708, 1.373, 2.028
2.45, 1.689, 1.394, 2.055
2.403, 1.704, 1.401, 2.009
2.449, 1.7, 1.398, 2.062
2.44, 1.694, 1.395, 2.055
2.365, 1.679, 1.467, 1.976
2.425, 1.698, 1.4, 2.03
2.256, 1.656, 1.577, 1.879
2.44, 1.703, 1.39, 2.047
2.402, 1.703, 1.4, 2.009
2.492, 1.709, 1.325, 2.088
2.26, 1.656, 1.583, 1.873
2.463, 1.709, 1.355, 2.065
2.422, 1.695, 1.428, 2.04
2.39, 1.69, 1.453, 1.994
2.491, 1.712, 1.325, 2.088
2.441, 1.712, 1.353, 2.042
2.515, 1.712, 1.319, 2.116
2.48, 1.708, 1.355, 2.079
2.26, 1.655, 1.594, 1.87
2.44, 1.693, 1.395, 2.055
2.392, 1.689, 1.465, 2.011
2.377, 1.699, 1.427, 1.983
2.402, 1.703, 1.399, 2.01
2.44, 1.694, 1.397, 2.056
2.37, 1.682, 1.454, 1.972
2.462, 1.712, 1.365, 2.07
2.182, 1.645, 1.702, 1.813
2.31, 1.673, 1.532, 1.918
2.397, 1.694, 1.44, 2.011
2.441, 1.709, 1.351, 2.042
2.424, 1.708, 1.374, 2.026
2.133, 1.626, 1.69, 1.756
2.44, 1.694, 1.395, 2.055
2.47, 1.698, 1.372, 2.073
2.425, 1.708, 1.376, 2.028
2.134, 1.627, 1.689, 1.756
2.46, 1.698, 1.346, 2.054
2.515, 1.714, 1.317, 2.114
2.443, 1.703, 1.375, 2.049
2.491, 1.711, 1.323, 2.088
2.45, 1.693, 1.396, 2.055
2.378, 1.698, 1.426, 1.987
2.238, 1.66, 1.574, 1.849
2.4, 1.69, 1.42, 2.002
2.49, 1.713, 1.337, 2.09
2.45, 1.693, 1.394, 2.056
2.471, 1.718, 1.318, 2.066
2.462, 1.711, 1.365, 2.071
2.463, 1.708, 1.355, 2.066
2.42, 1.695, 1.39, 2.026
2.26, 1.649, 1.562, 1.866
2.32, 1.671, 1.497, 1.931
2.377, 1.697, 1.426, 1.986
2.48, 1.703, 1.357, 2.085
2.394, 1.689, 1.465, 2.012
2.32, 1.67, 1.533, 1.921
2.424, 1.698, 1.4, 2.031
2.44, 1.703, 1.39, 2.048
2.348, 1.675, 1.516, 1.968
2.44, 1.701, 1.392, 2.046
2.25, 1.655, 1.606, 1.843
2.481, 1.718, 1.353, 2.084
2.491, 1.717, 1.332, 2.094
2.26, 1.654, 1.575, 1.88
2.393, 1.689, 1.464, 2.012
2.444, 1.703, 1.375, 2.05
2.44, 1.693, 1.395, 2.055
2.515, 1.714, 1.317, 2.117
2.48, 1.702, 1.358, 2.085
2.4, 1.678, 1.449, 2.012
2.49, 1.709, 1.35, 2.094
2.492, 1.718, 1.33, 2.094
2.442, 1.711, 1.353, 2.042
2.403, 1.689, 1.424, 2.011
2.378, 1.697, 1.429, 1.987
2.514, 1.712, 1.317, 2.114
2.44, 1.694, 1.394, 2.056
2.394, 1.695, 1.441, 2.012
2.14, 1.626, 1.684, 1.761
2.422, 1.698, 1.406, 2.032
2.39, 1.692, 1.444, 2.007
2.463, 1.706, 1.354, 2.064
2.187, 1.645, 1.692, 1.8
2.46, 1.698, 1.348, 2.055
2.4, 1.677, 1.449, 2.013
2.422, 1.699, 1.4, 2.032
2.286, 1.658, 1.576, 1.913
2.133, 1.626, 1.689, 1.756
2.42, 1.694, 1.424, 2.018
2.368, 1.678, 1.468, 1.978
2.424, 1.697, 1.401, 2.032
2.267, 1.65, 1.576, 1.874
2.46, 1.698, 1.345, 2.055
2.44, 1.703, 1.395, 2.049
2.134, 1.624, 1.693, 1.753
2.46, 1.708, 1.375, 2.065
2.48, 1.703, 1.356, 2.084
2.42, 1.699, 1.416, 2.031
2.47, 1.708, 1.362, 2.066
2.16, 1.625, 1.674, 1.768
2.457, 1.715, 1.335, 2.056
2.46, 1.698, 1.347, 2.055
2.49, 1.708, 1.341, 2.097
2.42, 1.684, 1.419, 2.036
2.49, 1.707, 1.352, 2.095
2.513, 1.714, 1.321, 2.117
2.403, 1.703, 1.398, 2.007
2.127, 1.642, 1.665, 1.714
2.424, 1.708, 1.375, 2.027
2.514, 1.716, 1.321, 2.118
2.491, 1.716, 1.332, 2.095
2.45, 1.702, 1.365, 2.044
2.255, 1.657, 1.576, 1.879
2.4, 1.691, 1.428, 2.009
2.479, 1.709, 1.337, 2.077
2.39, 1.692, 1.444, 2.006
2.441, 1.711, 1.352, 2.041
2.134, 1.626, 1.688, 1.756
2.262, 1.652, 1.572, 1.876
2.36, 1.683, 1.473, 1.975
2.235, 1.662, 1.574, 1.849
2.32, 1.672, 1.496, 1.929
2.458, 1.714, 1.336, 2.055
2.48, 1.703, 1.358, 2.086
2.31, 1.673, 1.537, 1.92
2.4, 1.688, 1.419, 2.001
2.15, 1.627, 1.668, 1.746
2.133, 1.627, 1.69, 1.756
2.48, 1.71, 1.355, 2.079
2.402, 1.688, 1.426, 2.01
2.443, 1.703, 1.376, 2.049
2.133, 1.625, 1.689, 1.756
2.4, 1.675, 1.449, 2.012
2.187, 1.646, 1.695, 1.8
2.377, 1.697, 1.425, 1.987
2.33, 1.675, 1.524, 1.926
2.349, 1.676, 1.514, 1.97
2.14, 1.626, 1.667, 1.746
2.32, 1.672, 1.519, 1.928
2.49, 1.714, 1.338, 2.089
2.424, 1.698, 1.4, 2.031
2.25, 1.654, 1.6, 1.852
2.394, 1.689, 1.467, 2.011
2.492, 1.712, 1.323, 2.089
2.14, 1.626, 1.689, 1.761
2.47, 1.705, 1.361, 2.066
2.26, 1.656, 1.582, 1.871
2.46, 1.713, 1.336, 2.054
2.37, 1.683, 1.455, 1.971
2.134, 1.626, 1.689, 1.758
2.13, 1.626, 1.686, 1.756
2.44, 1.695, 1.397, 2.057
2.423, 1.699, 1.402, 2.03
2.133, 1.626, 1.687, 1.758
2.123, 1.637, 1.669, 1.723
2.446, 1.708, 1.386, 2.056
2.48, 1.708, 1.337, 2.077
2.47, 1.695, 1.345, 2.064
2.493, 1.712, 1.324, 2.09
2.49, 1.714, 1.34, 2.09
2.44, 1.695, 1.396, 2.055
2.44, 1.703, 1.395, 2.049
2.357, 1.689, 1.474, 1.981
2.26, 1.648, 1.565, 1.869
2.388, 1.689, 1.464, 2.01
2.49, 1.698, 1.332, 2.075
2.3, 1.679, 1.512, 1.913
2.422, 1.703, 1.412, 2.035
2.36, 1.684, 1.48, 1.978
2.424, 1.708, 1.372, 2.027
2.49, 1.698, 1.331, 2.074
2.403, 1.703, 1.401, 2.009
2.44, 1.694, 1.395, 2.056
2.16, 1.623, 1.675, 1.767
2.48, 1.715, 1.348, 2.085
2.32, 1.671, 1.499, 1.931
2.36, 1.683, 1.49, 1.962
2.37, 1.665, 1.488, 1.981
2.49, 1.707, 1.341, 2.099
2.46, 1.706, 1.372, 2.064
2.424, 1.697, 1.399, 2.031
2.394, 1.689, 1.466, 2.017
2.47, 1.695, 1.344, 2.061
2.36, 1.667, 1.488, 1.983
2.422, 1.695, 1.425, 2.04
2.158, 1.624, 1.675, 1.767
2.357, 1.688, 1.475, 1.979
2.359, 1.688, 1.473, 1.982
2.4, 1.676, 1.449, 2.014
2.26, 1.646, 1.563, 1.866
2.366, 1.68, 1.467, 1.976
2.119, 1.634, 1.677, 1.728
2.49, 1.708, 1.346, 2.078
2.514, 1.712, 1.32, 2.116
2.43, 1.697, 1.39, 2.026
2.402, 1.703, 1.4, 2.01
2.403, 1.691, 1.425, 2.011
2.349, 1.677, 1.515, 1.97
2.441, 1.711, 1.352, 2.042
2.402, 1.691, 1.426, 2.009
2.377, 1.697, 1.426, 1.986
2.39, 1.693, 1.454, 1.997
2.493, 1.719, 1.332, 2.097
2.31, 1.671, 1.537, 1.918
2.402, 1.69, 1.426, 2.01
2.158, 1.624, 1.674, 1.768
2.3, 1.679, 1.51, 1.912
2.13, 1.615, 1.698, 1.756
2.322, 1.673, 1.511, 1.935
2.47, 1.717, 1.318, 2.064
2.133, 1.626, 1.689, 1.753
2.443, 1.702, 1.376, 2.05
2.348, 1.678, 1.518, 1.973
2.402, 1.702, 1.4, 2.008
2.158, 1.623, 1.675, 1.766
2.513, 1.714, 1.317, 2.117
2.48, 1.704, 1.356, 2.086
2.359, 1.69, 1.474, 1.983
2.26, 1.651, 1.562, 1.867
2.32, 1.67, 1.496, 1.931
2.43, 1.695, 1.39, 2.026
2.158, 1.621, 1.671, 1.767
2.133, 1.625, 1.688, 1.756
2.489, 1.708, 1.35, 2.094
2.492, 1.717, 1.331, 2.094
2.366, 1.681, 1.466, 1.976
2.25, 1.654, 1.581, 1.873
2.285, 1.659, 1.581, 1.914
2.121, 1.634, 1.676, 1.728
2.43, 1.695, 1.391, 2.026
2.491, 1.716, 1.33, 2.094
2.515, 1.714, 1.319, 2.116
2.49, 1.698, 1.332, 2.074
2.32, 1.673, 1.528, 1.934
2.348, 1.676, 1.517, 1.971
2.513, 1.714, 1.317, 2.114
2.46, 1.704, 1.379, 2.055
2.179, 1.641, 1.685, 1.8
2.402, 1.691, 1.426, 2.011
2.458, 1.714, 1.334, 2.054
2.44, 1.692, 1.397, 2.055
2.312, 1.674, 1.517, 1.939
2.458, 1.714, 1.337, 2.055
2.49, 1.708, 1.34, 2.098
2.402, 1.704, 1.4, 2.009
2.14, 1.625, 1.665, 1.749
2.182, 1.645, 1.69, 1.8
2.46, 1.713, 1.337, 2.055
2.32, 1.672, 1.499, 1.929
2.46, 1.714, 1.336, 2.055
2.471, 1.716, 1.318, 2.066
2.462, 1.713, 1.366, 2.071
2.4, 1.693, 1.445, 2.007
2.424, 1.707, 1.376, 2.027
2.134, 1.626, 1.687, 1.758
2.37, 1.681, 1.453, 1.971
2.44, 1.703, 1.392, 2.047
2.492, 1.71, 1.325, 2.088
2.42, 1.688, 1.42, 2.036
2.444, 1.703, 1.376, 2.05
2.32, 1.672, 1.521, 1.931
2.515, 1.714, 1.321, 2.117
2.363, 1.687, 1.473, 1.981
2.482, 1.708, 1.338, 2.077
2.44, 1.702, 1.39, 2.046
2.515, 1.712, 1.317, 2.116
2.462, 1.707, 1.354, 2.064
2.47, 1.698, 1.374, 2.072
2.442, 1.711, 1.353, 2.041
2.49, 1.708, 1.35, 2.096
2.25, 1.654, 1.605, 1.84
2.26, 1.656, 1.596, 1.869
2.472, 1.716, 1.321, 2.065
2.31, 1.67, 1.536, 1.921
2.47, 1.698, 1.372, 2.072
2.46, 1.703, 1.377, 2.053
2.513, 1.714, 1.317, 2.116
2.4, 1.678, 1.452, 2.013
2.46, 1.7, 1.347, 2.055
2.422, 1.702, 1.409, 2.037
2.392, 1.688, 1.464, 2.012
2.43, 1.697, 1.389, 2.027
2.394, 1.692, 1.433, 2.01
2.345, 1.688, 1.464, 1.957
2.25, 1.655, 1.581, 1.874
2.49, 1.711, 1.326, 2.087
2.479, 1.714, 1.348, 2.084
2.26, 1.65, 1.561, 1.865
2.43, 1.698, 1.391, 2.027
2.393, 1.69, 1.464, 2.011
2.49, 1.708, 1.342, 2.099
2.44, 1.703, 1.391, 2.047
2.319, 1.673, 1.516, 1.935
2.299, 1.678, 1.513, 1.915
2.47, 1.699, 1.375, 2.072
2.187, 1.644, 1.694, 1.799
2.515, 1.714, 1.321, 2.117
2.42, 1.687, 1.419, 2.036
2.49, 1.711, 1.323, 2.087
2.44, 1.694, 1.397, 2.056
2.46, 1.705, 1.371, 2.065
2.49, 1.697, 1.331, 2.074
2.472, 1.716, 1.321, 2.064
2.491, 1.714, 1.331, 2.094
2.392, 1.689, 1.464, 2.011
2.13, 1.626, 1.687, 1.761
2.424, 1.702, 1.41, 2.035
2.423, 1.703, 1.41, 2.035
2.26, 1.656, 1.586, 1.869
2.43, 1.697, 1.39, 2.027
2.32, 1.67, 1.519, 1.925
2.15, 1.627, 1.664, 1.752
2.463, 1.705, 1.354, 2.065
2.472, 1.716, 1.317, 2.064
2.378, 1.697, 1.426, 1.986
2.48, 1.714, 1.347, 2.085
2.49, 1.708, 1.346, 2.08
2.49, 1.713, 1.35, 2.099
2.3, 1.679, 1.513, 1.913
2.32, 1.67, 1.514, 1.934
2.491, 1.713, 1.323, 2.089
2.423, 1.698, 1.4, 2.03
2.251, 1.658, 1.58, 1.879
2.13, 1.621, 1.703, 1.717
2.42, 1.695, 1.426, 2.017
2.492, 1.709, 1.324, 2.088
2.48, 1.703, 1.356, 2.085
2.321, 1.668, 1.511, 1.935
2.44, 1.693, 1.394, 2.056
2.44, 1.703, 1.394, 2.051
2.49, 1.709, 1.34, 2.097
2.299, 1.679, 1.513, 1.913
2.422, 1.698, 1.4, 2.031
2.48, 1.703, 1.327, 2.067
2.299, 1.678, 1.513, 1.913
2.424, 1.701, 1.411, 2.036
2.505, 1.712, 1.332, 2.107
2.451, 1.702, 1.4, 2.066
2.451, 1.698, 1.399, 2.062
2.48, 1.703, 1.356, 2.085
2.365, 1.68, 1.469, 1.976
2.49, 1.698, 1.332, 2.075
2.403, 1.703, 1.399, 2.009
2.37, 1.663, 1.487, 1.981
2.397, 1.695, 1.439, 2.012
2.49, 1.707, 1.343, 2.099
2.472, 1.702, 1.373, 2.082
2.458, 1.714, 1.337, 2.056
2.45, 1.69, 1.395, 2.056
2.48, 1.704, 1.356, 2.085
2.182, 1.643, 1.687, 1.8
2.451, 1.698, 1.4, 2.062
2.37, 1.68, 1.45, 1.97
2.492, 1.716, 1.334, 2.096
2.424, 1.698, 1.4, 2.031
2.48, 1.703, 1.357, 2.085
2.236, 1.661, 1.575, 1.848
2.48, 1.698, 1.331, 2.075
2.492, 1.717, 1.331, 2.094
2.47, 1.705, 1.373, 2.08
2.345, 1.689, 1.459, 1.959
2.49, 1.707, 1.341, 2.097
2.515, 1.712, 1.317, 2.114
2.403, 1.704, 1.398, 2.008
2.4, 1.691, 1.416, 2.001
2.37, 1.684, 1.452, 1.97
2.45, 1.703, 1.366, 2.044
2.123, 1.636, 1.68, 1.734
2.26, 1.651, 1.563, 1.868
2.491, 1.714, 1.323, 2.088
2.309, 1.676, 1.533, 1.939
2.44, 1.694, 1.394, 2.056
2.32, 1.673, 1.535, 1.92
2.348, 1.674, 1.515, 1.969
2.471, 1.714, 1.319, 2.065
2.16, 1.625, 1.675, 1.767
2.46, 1.704, 1.372, 2.065
2.402, 1.691, 1.425, 2.011
2.39, 1.689, 1.453, 1.995
2.32, 1.672, 1.518, 1.934
2.444, 1.702, 1.376, 2.05
2.366, 1.679, 1.468, 1.977
2.42, 1.697, 1.425, 2.022
2.42, 1.696, 1.423, 2.017
2.39, 1.692, 1.444, 2.007
2.393, 1.69, 1.465, 2.011
2.44, 1.693, 1.396, 2.055
2.463, 1.708, 1.354, 2.064
2.458, 1.714, 1.335, 2.054
2.309, 1.675, 1.527, 1.937
2.515, 1.713, 1.32, 2.116
2.31, 1.672, 1.533, 1.918
2.44, 1.704, 1.39, 2.047
2.134, 1.626, 1.689, 1.755
2.403, 1.689, 1.425, 2.008
2.392, 1.689, 1.464, 2.012
2.365, 1.683, 1.468, 1.976
2.503, 1.712, 1.333, 2.107
2.26, 1.654, 1.586, 1.87
2.39, 1.69, 1.446, 2.006
2.463, 1.714, 1.367, 2.069
2.311, 1.675, 1.518, 1.937
2.444, 1.701, 1.375, 2.05
2.26, 1.654, 1.582, 1.874
2.4, 1.677, 1.452, 2.016
2.4, 1.689, 1.42, 2.001
2.42, 1.698, 1.417, 2.03
2.39, 1.69, 1.452, 1.995
2.366, 1.681, 1.467, 1.977
2.491, 1.711, 1.323, 2.088
2.48, 1.707, 1.336, 2.077
2.32, 1.673, 1.494, 1.931
2.44, 1.691, 1.396, 2.057
2.32, 1.672, 1.497, 1.931
2.37, 1.664, 1.486, 1.983
2.46, 1.706, 1.381, 2.055
2.424, 1.698, 1.4, 2.032
2.48, 1.708, 1.337, 2.075
2.361, 1.689, 1.472, 1.981
2.48, 1.703, 1.358, 2.085
2.48, 1.709, 1.337, 2.078
2.49, 1.714, 1.341, 2.092
2.265, 1.652, 1.576, 1.876
2.392, 1.687, 1.468, 2.011
2.43, 1.698, 1.391, 2.025
2.45, 1.694, 1.395, 2.055
2.14, 1.626, 1.668, 1.748
2.44, 1.692, 1.393, 2.056
2.457, 1.713, 1.335, 2.055
2.163, 1.621, 1.678, 1.767
2.42, 1.687, 1.419, 2.036
2.446, 1.708, 1.386, 2.055
2.492, 1.712, 1.324, 2.089
2.4, 1.677, 1.449, 2.012
2.389, 1.687, 1.463, 2.011
2.39, 1.69, 1.453, 1.995
2.26, 1.647, 1.565, 1.868
2.14, 1.624, 1.668, 1.747
2.32, 1.673, 1.521, 1.926
2.44, 1.702, 1.4, 2.039
2.378, 1.697, 1.428, 1.984
2.254, 1.656, 1.577, 1.879
2.469, 1.706, 1.371, 2.08
2.121, 1.636, 1.675, 1.727
2.491, 1.711, 1.323, 2.089
2.515, 1.713, 1.32, 2.117
2.491, 1.712, 1.322, 2.088
2.462, 1.706, 1.357, 2.064
2.253, 1.657, 1.576, 1.879
2.46, 1.707, 1.372, 2.064
2.16, 1.624, 1.675, 1.768
2.404, 1.703, 1.4, 2.009
2.377, 1.698, 1.429, 1.982
2.491, 1.709, 1.352, 2.096
2.251, 1.656, 1.577, 1.88
2.366, 1.682, 1.466, 1.977
2.403, 1.689, 1.424, 2.009
2.4, 1.674, 1.449, 2.014
2.492, 1.711, 1.322, 2.086
2.25, 1.655, 1.604, 1.848
2.324, 1.671, 1.511, 1.934
2.388, 1.687, 1.464, 2.012
2.26, 1.647, 1.565, 1.868
2.514, 1.714, 1.319, 2.117
2.32, 1.669, 1.513, 1.934
2.403, 1.69, 1.425, 2.011
2.177, 1.64, 1.678, 1.802
2.133, 1.643, 1.659, 1.709
2.159, 1.623, 1.675, 1.767
2.25, 1.654, 1.601, 1.85
2.47, 1.694, 1.345, 2.063
2.4, 1.678, 1.45, 2.011
2.424, 1.708, 1.376, 2.027
2.49, 1.697, 1.331, 2.076
2.31, 1.675, 1.516, 1.938
2.31, 1.669, 1.533, 1.918
2.505, 1.712, 1.332, 2.107
2.459, 1.714, 1.337, 2.055
2.42, 1.697, 1.416, 2.032
2.48, 1.716, 1.349, 2.086
2.47, 1.693, 1.347, 2.062
2.49, 1.715, 1.332, 2.094
2.403, 1.691, 1.425, 2.009
2.347, 1.675, 1.515, 1.97
2.46, 1.705, 1.38, 2.053
2.49, 1.697, 1.33, 2.075
2.452, 1.699, 1.4, 2.061
2.426, 1.699, 1.401, 2.031
2.37, 1.684, 1.453, 1.971
2.37, 1.664, 1.487, 1.983
2.458, 1.712, 1.336, 2.054
2.424, 1.707, 1.373, 2.026
2.132, 1.625, 1.69, 1.753
2.4, 1.675, 1.45, 2.012
2.37, 1.665, 1.486, 1.983
2.42, 1.688, 1.419, 2.036
2.393, 1.689, 1.469, 2.012
2.515, 1.715, 1.32, 2.116
2.36, 1.683, 1.477, 1.973
2.32, 1.672, 1.536, 1.921
2.493, 1.714, 1.322, 2.088
2.25, 1.657, 1.596, 1.869
2.392, 1.689, 1.464, 2.01
2.39, 1.691, 1.445, 2.006
2.402, 1.704, 1.4, 2.011
2.491, 1.718, 1.332, 2.096
2.25, 1.653, 1.604, 1.852
2.39, 1.69, 1.444, 2.006
2.377, 1.697, 1.427, 1.986
2.471, 1.705, 1.371, 2.081
2.44, 1.691, 1.395, 2.056
2.44, 1.694, 1.395, 2.056
2.504, 1.712, 1.333, 2.108
2.423, 1.703, 1.411, 2.038
2.491, 1.712, 1.324, 2.088
2.42, 1.699, 1.415, 2.027
2.462, 1.712, 1.366, 2.072
2.121, 1.634, 1.679, 1.728
2.32, 1.672, 1.512, 1.935
2.39, 1.688, 1.453, 1.994
2.309, 1.674, 1.521, 1.938
2.46, 1.705, 1.373, 2.066
2.461, 1.711, 1.365, 2.071
2.49, 1.711, 1.351, 2.099
2.265, 1.65, 1.574, 1.875
2.491, 1.713, 1.322, 2.089
2.42, 1.694, 1.424, 2.017
2.42, 1.698, 1.416, 2.03
2.43, 1.695, 1.391, 2.027
2.47, 1.709, 1.362, 2.066
2.267, 1.65, 1.575, 1.876
2.49, 1.708, 1.35, 2.096
2.46, 1.698, 1.347, 2.055
2.377, 1.697, 1.428, 1.986
2.377, 1.698, 1.428, 1.986
2.49, 1.708, 1.341, 2.097
2.31, 1.673, 1.537, 1.918
2.378, 1.697, 1.427, 1.986
2.14, 1.625, 1.663, 1.752
2.42, 1.695, 1.425, 2.019
2.42, 1.695, 1.425, 2.02
2.287, 1.661, 1.572, 1.912
2.133, 1.625, 1.687, 1.757
2.256, 1.654, 1.575, 1.878
2.461, 1.706, 1.357, 2.064
2.4, 1.688, 1.416, 2
2.44, 1.703, 1.395, 2.049
2.393, 1.69, 1.468, 2.012
2.48, 1.716, 1.351, 2.084
2.4, 1.69, 1.417, 2
2.421, 1.696, 1.424, 2.042
2.422, 1.701, 1.41, 2.035
2.49, 1.709, 1.346, 2.079
2.36, 1.665, 1.489, 1.983
2.471, 1.716, 1.319, 2.064
2.46, 1.704, 1.38, 2.055
2.424, 1.708, 1.376, 2.026
2.468, 1.706, 1.373, 2.08
2.43, 1.695, 1.389, 2.025
2.159, 1.621, 1.672, 1.767
2.491, 1.711, 1.324, 2.088
2.31, 1.671, 1.536, 1.919
2.446, 1.704, 1.376, 2.05
2.45, 1.702, 1.365, 2.044
2.26, 1.654, 1.59, 1.87
2.36, 1.684, 1.478, 1.977
2.4, 1.676, 1.451, 2.012
2.36, 1.683, 1.478, 1.978
2.48, 1.697, 1.332, 2.075
2.424, 1.697, 1.402, 2.032
2.491, 1.719, 1.332, 2.094
2.31, 1.674, 1.519, 1.938
2.513, 1.712, 1.317, 2.115
2.423, 1.698, 1.4, 2.031
2.377, 1.698, 1.428, 1.986
2.14, 1.626, 1.665, 1.752
2.42, 1.698, 1.414, 2.028
2.48, 1.709, 1.356, 2.08
2.26, 1.655, 1.592, 1.869
2.32, 1.672, 1.52, 1.926
2.37, 1.681, 1.453, 1.972
2.491, 1.716, 1.332, 2.094
2.36, 1.684, 1.49, 1.962
2.42, 1.685, 1.419, 2.035
2.32, 1.671, 1.519, 1.923
2.443, 1.711, 1.353, 2.041
2.37, 1.682, 1.452, 1.973
2.359, 1.689, 1.475, 1.982
2.446, 1.707, 1.386, 2.055
2.42, 1.694, 1.425, 2.02
2.398, 1.695, 1.438, 2.012
2.446, 1.703, 1.376, 2.05
2.14, 1.626, 1.665, 1.75
2.46, 1.705, 1.372, 2.065
2.43, 1.696, 1.392, 2.027
2.16, 1.624, 1.675, 1.766
2.26, 1.65, 1.562, 1.868
2.32, 1.672, 1.513, 1.935
2.48, 1.703, 1.356, 2.086
2.36, 1.664, 1.488, 1.983
2.4, 1.688, 1.416, 2.002
2.133, 1.625, 1.691, 1.753
2.491, 1.712, 1.321, 2.088
2.32, 1.671, 1.526, 1.934
2.365, 1.683, 1.465, 1.978
2.25, 1.653, 1.606, 1.844
2.315, 1.673, 1.518, 1.935
2.49, 1.709, 1.346, 2.079
2.42, 1.695, 1.424, 2.019
2.462, 1.705, 1.356, 2.064
2.447, 1.708, 1.386, 2.056
